transaction_id,store_id,employee_id,customer_id,plan_id,transaction_date,transaction_type,status,amount
429,1,2,663,5,2025-08-08,Bill Payment,Completed,60.0
430,16,46,1090,4,2025-05-20,Bill Payment,Completed,55.0
431,11,29,2308,2,2025-05-05,Bill Payment,Voided,0.0
432,5,11,1646,5,2025-11-06,Bill Payment,Completed,60.0
433,7,16,2212,6,2025-06-24,Bill Payment,Completed,65.0
434,10,24,706,3,2026-06-14,Bill Payment,Completed,45.0
435,4,10,1455,1,2025-10-31,New Activation,Completed,35.5
436,11,,175,3,2025-09-07,Bill Payment,Completed,45.0
437,9,22,1393,5,2025-12-17,Upgrade,Voided,0.0
438,12,32,2530,,2025-09-23,Accessory Sale,Completed,16.13
439,7,16,168,4,2025-10-06,Upgrade,Completed,78.48
440,8,17,1982,,2025-02-03,Accessory Sale,Completed,30.27
441,12,32,729,2,2026-03-16,Bill Payment,Completed,40.0
442,8,19,1674,2,2026-01-06,Bill Payment,Completed,40.0
443,14,36,2246,2,2025-04-27,Bill Payment,Completed,40.0
444,5,12,1632,,2026-02-20,Accessory Sale,Completed,22.18
445,11,30,1405,4,2025-02-14,Bill Payment,Completed,55.0
446,2,3,285,2,2025-07-20,Plan Change,Completed,2.47
447,11,29,742,1,2026-02-01,Plan Change,Completed,1.19
448,18,49,237,,2025-04-27,Accessory Sale,Completed,49.21
449,4,9,1816,,2025-01-15,Accessory Sale,Completed,110.65
450,6,,2346,2,2026-05-31,Plan Change,Completed,7.87
451,2,5,977,2,2026-06-19,Bill Payment,Completed,40.0
452,8,19,576,1,2025-11-16,Bill Payment,Completed,30.0
453,14,37,1599,1,2025-06-22,New Activation,Completed,42.78
454,2,3,1926,4,2025-07-21,New Activation,Completed,60.93
455,16,46,1919,5,2026-04-13,New Activation,Completed,70.65
456,11,27,527,5,2025-08-17,Bill Payment,Completed,60.0
457,18,50,1973,2,2026-05-26,Bill Payment,Completed,40.0
458,15,42,762,4,2025-07-06,Bill Payment,Completed,55.0
459,10,26,2210,6,2025-06-30,Bill Payment,Completed,65.0
460,8,18,389,6,2026-05-14,New Activation,Completed,75.59
461,11,29,2113,4,2025-08-06,Bill Payment,Completed,55.0
462,12,31,1108,5,2025-09-15,Bill Payment,Completed,60.0
463,1,,1858,6,2025-11-27,New Activation,Completed,75.21
464,2,5,731,4,2026-04-10,Bill Payment,Completed,55.0
465,8,17,1340,1,2025-04-12,Bill Payment,Completed,30.0
466,12,32,22,5,2026-04-03,Bill Payment,Voided,0.0
467,16,44,2537,1,2025-09-16,Bill Payment,Completed,30.0
468,17,47,1598,2,2026-04-18,New Activation,Completed,52.78
469,7,15,2478,1,2025-07-24,Bill Payment,Completed,30.0
470,11,28,1987,4,2025-03-01,New Activation,Completed,60.11
471,17,48,1039,,2025-01-30,Accessory Sale,Completed,59.32
472,12,32,1919,,2026-05-13,Accessory Sale,Completed,74.43
473,9,,1721,3,2026-04-13,Bill Payment,Refunded,-45.0
474,11,30,2242,1,2025-10-11,Bill Payment,Completed,30.0
475,5,11,2088,3,2025-12-12,Bill Payment,Completed,45.0
476,18,49,859,3,2026-05-28,Plan Change,Refunded,-6.73
477,7,16,540,6,2025-02-04,Bill Payment,Completed,65.0
478,5,12,1380,4,2025-10-01,Bill Payment,Completed,55.0
479,5,11,1058,4,2025-10-16,Bill Payment,Completed,55.0
480,2,4,980,2,2025-04-08,Bill Payment,Completed,40.0
481,12,32,986,3,2025-12-13,New Activation,Completed,55.35
482,18,50,1511,4,2025-11-05,New Activation,Completed,66.63
483,3,6,2233,3,2025-02-18,Bill Payment,Completed,45.0
484,3,6,1745,4,2025-02-25,Bill Payment,Completed,55.0
485,7,16,2115,4,2025-06-01,Bill Payment,Voided,0.0
486,12,31,312,5,2025-10-31,Upgrade,Completed,134.88
487,6,13,1307,5,2025-02-14,New Activation,Completed,72.56
488,4,9,1702,4,2025-03-19,Bill Payment,Completed,55.0
489,2,5,992,5,2026-01-14,Bill Payment,Refunded,-60.0
490,8,17,1959,1,2026-06-06,Bill Payment,Completed,30.0
491,17,47,1109,6,2026-01-14,Bill Payment,Completed,65.0
492,11,29,1216,2,2025-04-10,Bill Payment,Voided,0.0
493,3,,1127,6,2025-08-16,Plan Change,Voided,0.0
494,5,12,334,2,2025-10-21,Bill Payment,Completed,40.0
495,11,30,426,4,2026-06-22,Bill Payment,Completed,55.0
496,3,8,1302,5,2025-02-23,New Activation,Completed,65.28
497,3,6,2149,2,2025-11-09,Bill Payment,Completed,40.0
498,2,4,1960,4,2025-04-20,Upgrade,Completed,104.79
499,2,4,1450,6,2025-02-15,Bill Payment,Completed,65.0
500,14,38,1728,3,2025-01-21,Plan Change,Completed,6.87
501,17,48,2569,4,2025-03-01,New Activation,Completed,65.71
502,2,5,343,4,2025-02-07,New Activation,Completed,63.92
503,12,31,1969,5,2026-06-11,Bill Payment,Completed,60.0
504,5,11,1934,4,2025-12-24,Upgrade,Completed,125.7
505,14,38,83,1,2025-10-03,Bill Payment,Completed,30.0
506,4,9,82,1,2025-07-14,Bill Payment,Completed,30.0
507,2,5,2365,3,2025-08-20,Plan Change,Refunded,-8.43
508,2,5,2569,2,2025-12-02,Bill Payment,Refunded,-40.0
509,4,9,809,3,2025-05-31,New Activation,Completed,55.69
510,12,32,458,1,2025-05-31,Bill Payment,Completed,30.0
511,13,34,1815,1,2026-06-08,Bill Payment,Voided,0.0
512,2,5,1968,,2026-02-15,Accessory Sale,Completed,95.79
513,1,1,511,4,2025-10-20,New Activation,Completed,69.57
514,17,48,1341,2,2026-05-13,Bill Payment,Refunded,-40.0
515,12,32,2461,2,2025-11-30,Bill Payment,Completed,40.0
516,1,2,2340,2,2025-01-27,Bill Payment,Completed,40.0
517,3,8,1824,5,2025-04-17,Plan Change,Completed,4.81
518,14,35,255,3,2026-04-15,Bill Payment,Completed,45.0
519,14,36,864,3,2026-04-01,Bill Payment,Voided,0.0
520,14,36,1083,6,2025-02-15,Bill Payment,Completed,65.0
521,3,6,744,,2026-06-16,Accessory Sale,Voided,0.0
522,8,18,2011,5,2025-01-24,Bill Payment,Completed,60.0
523,5,11,1478,1,2026-04-11,Bill Payment,Completed,30.0
524,13,33,826,6,2025-06-01,New Activation,Completed,77.62
525,11,27,370,5,2026-02-18,New Activation,Completed,73.65
526,11,27,919,2,2025-04-26,New Activation,Completed,54.2
527,8,19,310,5,2026-04-03,Bill Payment,Completed,60.0
528,15,41,2414,,2026-01-20,Accessory Sale,Completed,149.43
529,14,35,1193,,2025-10-20,Accessory Sale,Completed,74.12
530,13,33,58,2,2025-03-07,Bill Payment,Refunded,-40.0
531,4,10,693,3,2026-04-10,Bill Payment,Voided,0.0
532,8,18,2514,,2026-01-08,Accessory Sale,Completed,52.63
533,7,15,27,,2025-08-14,Accessory Sale,Completed,144.07
534,15,42,1293,5,2026-01-23,Bill Payment,Completed,60.0
535,2,4,1571,1,2025-07-03,Bill Payment,Completed,30.0
536,16,43,1107,6,2025-06-23,Bill Payment,Completed,65.0
537,1,1,1671,,2025-07-29,Accessory Sale,Completed,68.8
538,12,,1140,,2026-03-22,Accessory Sale,Voided,0.0
539,15,41,980,3,2025-04-23,Bill Payment,Completed,45.0
540,13,34,308,2,2025-02-03,Bill Payment,Completed,40.0
541,2,4,1610,2,2025-02-02,Bill Payment,Completed,40.0
542,7,15,1427,6,2025-11-12,Bill Payment,Refunded,-65.0
543,2,3,2436,6,2026-06-13,Bill Payment,Completed,65.0
544,7,,677,6,2026-06-22,Bill Payment,Completed,65.0
545,8,18,2349,,2025-10-08,Accessory Sale,Completed,71.82
546,14,37,223,1,2025-09-23,Bill Payment,Completed,30.0
547,14,37,2281,,2025-11-13,Accessory Sale,Completed,70.99
548,11,29,1399,5,2026-03-17,New Activation,Completed,72.9
549,4,9,2220,,2026-01-09,Accessory Sale,Refunded,-38.69
550,8,17,728,3,2026-04-06,Bill Payment,Completed,45.0
551,17,,2035,3,2025-08-31,New Activation,Completed,57.42
552,5,11,1540,,2026-01-10,Accessory Sale,Completed,123.34
553,4,10,33,2,2025-01-08,Bill Payment,Completed,40.0
554,9,20,100,3,2025-06-20,Bill Payment,Completed,45.0
555,18,50,998,5,2026-05-25,Bill Payment,Completed,60.0
556,8,,227,2,2025-11-07,New Activation,Completed,50.34
557,12,32,1255,6,2026-06-07,Bill Payment,Completed,65.0
558,6,14,178,5,2025-12-28,Bill Payment,Completed,60.0
559,10,24,1046,4,2025-09-14,Bill Payment,Completed,55.0
560,11,29,2449,3,2026-04-19,Bill Payment,Completed,45.0
561,6,13,72,2,2025-11-03,Bill Payment,Completed,40.0
562,3,7,1299,5,2025-02-08,New Activation,Completed,73.53
563,8,17,2034,4,2025-04-30,Bill Payment,Completed,55.0
564,16,46,1101,4,2025-03-11,Bill Payment,Completed,55.0
565,7,15,1842,,2025-01-31,Accessory Sale,Voided,0.0
566,3,6,1935,2,2025-04-04,Plan Change,Completed,6.33
567,2,3,835,1,2025-01-27,Bill Payment,Voided,0.0
568,1,1,465,,2025-08-05,Accessory Sale,Completed,95.17
569,15,,1577,,2025-08-10,Accessory Sale,Completed,60.94
570,12,31,1671,,2026-05-14,Accessory Sale,Completed,45.78
571,7,15,1414,1,2025-12-20,Bill Payment,Completed,30.0
572,6,13,3,2,2025-10-02,Bill Payment,Completed,40.0
573,16,44,2155,,2025-12-25,Accessory Sale,Completed,109.4
574,17,47,545,3,2025-10-28,Bill Payment,Refunded,-45.0
575,18,50,1080,1,2025-04-09,Bill Payment,Completed,30.0
576,14,36,1493,5,2025-02-28,New Activation,Completed,70.31
577,6,14,475,4,2026-06-05,New Activation,Completed,64.6
578,4,9,1259,2,2026-04-18,Plan Change,Voided,0.0
579,10,26,434,,2026-05-24,Accessory Sale,Voided,0.0
580,1,2,2329,3,2026-06-08,Upgrade,Completed,103.69
581,6,13,2061,2,2025-03-26,Bill Payment,Completed,40.0
582,18,50,1063,4,2025-11-13,Plan Change,Completed,0.83
583,6,14,802,4,2025-09-02,Bill Payment,Completed,55.0
584,3,6,638,5,2025-07-25,Bill Payment,Completed,60.0
585,1,1,1930,1,2026-05-19,Bill Payment,Completed,30.0
586,16,44,2558,5,2025-08-27,Bill Payment,Completed,60.0
587,17,48,2029,3,2025-04-19,Bill Payment,Completed,45.0
588,13,,1403,,2025-10-03,Accessory Sale,Completed,66.67
589,5,11,1153,4,2026-03-28,Plan Change,Completed,6.26
590,2,3,812,4,2026-01-08,Bill Payment,Completed,55.0
591,12,31,1500,6,2025-08-10,New Activation,Completed,73.1
592,12,32,422,6,2026-05-19,Bill Payment,Completed,65.0
593,9,22,2560,1,2026-02-20,Bill Payment,Completed,30.0
594,8,17,2050,6,2026-03-16,New Activation,Completed,78.4
595,2,5,1942,5,2025-02-18,Bill Payment,Refunded,-60.0
596,17,47,1125,2,2025-10-06,Upgrade,Completed,94.46
597,2,4,997,1,2026-01-02,Bill Payment,Refunded,-30.0
598,9,23,635,4,2025-03-07,Bill Payment,Completed,55.0
599,14,38,380,4,2025-07-07,Bill Payment,Refunded,-55.0
600,14,37,1011,6,2025-04-01,Bill Payment,Refunded,-65.0
601,13,34,613,1,2025-05-07,Bill Payment,Completed,30.0
602,5,11,2251,1,2025-05-28,Bill Payment,Voided,0.0
603,4,9,1109,1,2025-07-13,Bill Payment,Voided,0.0
604,8,17,291,6,2025-07-09,Bill Payment,Voided,0.0
605,6,13,1085,5,2025-01-30,Bill Payment,Completed,60.0
606,6,14,277,4,2025-01-23,Bill Payment,Refunded,-55.0
607,17,47,171,2,2026-05-06,New Activation,Completed,51.5
608,2,4,1156,3,2026-05-24,Bill Payment,Completed,45.0
609,17,47,725,3,2025-06-26,Bill Payment,Completed,45.0
610,14,37,2566,1,2025-09-24,Bill Payment,Completed,30.0
611,8,19,144,1,2025-11-21,Bill Payment,Completed,30.0
612,8,19,79,6,2026-05-09,Bill Payment,Completed,65.0
613,5,12,175,5,2025-08-30,Bill Payment,Completed,60.0
614,16,44,1112,3,2025-09-11,Plan Change,Completed,9.65
615,6,14,1022,3,2025-05-30,Bill Payment,Completed,45.0
616,5,12,1283,,2025-06-23,Accessory Sale,Completed,78.35
617,18,50,876,5,2026-06-26,Bill Payment,Refunded,-60.0
618,1,2,2422,6,2025-03-02,New Activation,Completed,76.55
619,2,3,2517,2,2026-03-21,Bill Payment,Refunded,-40.0
620,11,27,1202,1,2025-10-31,Bill Payment,Completed,30.0
621,8,18,2115,2,2026-01-01,Bill Payment,Completed,40.0
622,18,50,1251,2,2025-11-25,Bill Payment,Voided,0.0
623,3,8,223,5,2025-08-04,Bill Payment,Refunded,-60.0
624,4,9,476,6,2026-05-21,New Activation,Completed,79.79
625,9,22,1186,,2025-11-24,Accessory Sale,Completed,24.6
626,2,5,2339,6,2025-11-17,Bill Payment,Completed,65.0
627,5,11,2000,,2026-02-06,Accessory Sale,Completed,53.4
628,16,46,2585,2,2025-07-20,Plan Change,Completed,4.83
629,18,50,1697,6,2025-02-01,Bill Payment,Refunded,-65.0
630,8,19,1136,3,2025-05-24,New Activation,Completed,54.94
631,17,48,2557,3,2026-04-07,Bill Payment,Completed,45.0
632,2,5,288,,2026-02-05,Accessory Sale,Completed,25.36
633,3,7,598,,2025-09-10,Accessory Sale,Completed,137.41
634,9,23,1037,6,2025-04-28,Bill Payment,Completed,65.0
635,2,5,641,1,2025-10-26,Bill Payment,Completed,30.0
636,1,2,1102,6,2025-11-02,New Activation,Completed,71.01
637,4,10,2471,2,2026-04-18,Bill Payment,Completed,40.0
638,13,34,2565,6,2025-01-09,Bill Payment,Completed,65.0
639,4,9,774,6,2025-12-15,New Activation,Completed,71.3
640,14,36,2433,4,2025-05-22,Upgrade,Completed,121.91
641,18,50,1057,,2025-03-26,Accessory Sale,Completed,13.22
642,8,17,2441,4,2025-06-08,Bill Payment,Completed,55.0
643,6,13,1579,1,2025-10-25,Bill Payment,Voided,0.0
644,14,35,1125,6,2025-09-20,Bill Payment,Refunded,-65.0
645,14,37,1902,2,2025-03-28,Upgrade,Completed,112.86
646,2,4,2390,,2025-06-09,Accessory Sale,Refunded,-63.43
647,3,7,417,2,2025-10-05,Bill Payment,Completed,40.0
648,4,9,2112,5,2026-06-04,Bill Payment,Completed,60.0
649,18,49,2147,5,2026-05-13,Bill Payment,Completed,60.0
650,1,1,740,4,2025-09-03,Bill Payment,Completed,55.0
651,3,8,2362,1,2025-01-21,Bill Payment,Completed,30.0
652,4,10,2522,,2025-12-03,Accessory Sale,Completed,23.11
653,17,47,773,3,2025-05-19,Bill Payment,Completed,45.0
654,6,13,1343,2,2026-04-10,Plan Change,Completed,3.66
655,3,8,163,,2026-06-03,Accessory Sale,Refunded,-64.43
656,2,3,965,5,2025-11-07,Bill Payment,Completed,60.0
657,7,16,313,6,2025-11-21,New Activation,Completed,75.32
658,14,37,1565,4,2025-11-02,Bill Payment,Completed,55.0
659,4,10,714,6,2025-05-11,Bill Payment,Completed,65.0
660,14,,17,1,2026-05-11,Bill Payment,Completed,30.0
661,8,17,1125,4,2026-06-16,Upgrade,Completed,100.98
662,3,8,1512,5,2026-03-01,Plan Change,Completed,7.98
663,14,37,306,2,2026-03-27,Bill Payment,Completed,40.0
664,5,11,982,3,2026-05-06,Bill Payment,Completed,45.0
665,11,30,1583,6,2025-04-23,Bill Payment,Completed,65.0
666,14,37,1350,5,2025-06-03,Bill Payment,Completed,60.0
667,18,49,2076,3,2026-06-29,Bill Payment,Refunded,-45.0
668,2,4,1120,2,2026-04-25,Upgrade,Completed,100.78
669,14,36,2351,6,2025-04-24,Bill Payment,Completed,65.0
670,3,7,467,2,2025-12-22,Bill Payment,Completed,40.0
671,12,32,2288,3,2025-06-15,New Activation,Completed,58.98
672,6,14,1770,2,2026-02-11,Bill Payment,Completed,40.0
673,9,,2106,6,2026-01-20,Upgrade,Completed,129.9
674,3,6,729,,2025-05-28,Accessory Sale,Completed,16.43
675,5,11,889,2,2025-01-14,Bill Payment,Completed,40.0
676,6,14,1018,2,2026-02-16,Plan Change,Refunded,-8.41
677,1,2,635,4,2025-12-06,Bill Payment,Completed,55.0
678,14,37,1031,,2026-05-08,Accessory Sale,Completed,25.07
679,2,4,2252,4,2025-06-11,Bill Payment,Completed,55.0
680,12,32,2271,2,2025-12-16,Bill Payment,Completed,40.0
681,12,32,1764,5,2025-09-15,Bill Payment,Completed,60.0
682,17,48,352,3,2026-02-20,Bill Payment,Completed,45.0
683,5,12,290,6,2026-06-18,Bill Payment,Completed,65.0
684,14,36,318,,2025-08-14,Accessory Sale,Completed,80.98
685,5,11,1305,6,2026-05-29,Bill Payment,Completed,65.0
686,12,31,207,2,2025-09-04,Bill Payment,Completed,40.0
687,8,,1590,,2025-11-04,Accessory Sale,Refunded,-92.11
688,1,1,1385,2,2026-01-07,New Activation,Completed,45.29
689,8,18,30,2,2025-02-10,Bill Payment,Completed,40.0
690,8,17,601,3,2026-05-28,Bill Payment,Refunded,-45.0
691,5,11,448,5,2025-09-08,Bill Payment,Voided,0.0
692,11,28,2246,4,2026-01-12,Plan Change,Completed,5.34
693,9,22,1631,4,2026-05-06,Bill Payment,Completed,55.0
694,6,13,539,2,2026-06-06,Bill Payment,Completed,40.0
695,11,30,674,6,2025-12-16,Bill Payment,Completed,65.0
696,2,4,697,6,2025-03-06,Bill Payment,Completed,65.0
697,5,11,2376,5,2026-02-19,Upgrade,Completed,124.49
698,8,17,457,1,2025-05-20,Bill Payment,Completed,30.0
699,2,5,2336,3,2025-03-06,Bill Payment,Completed,45.0
700,5,12,295,3,2025-01-06,Upgrade,Completed,106.13
701,6,14,1964,2,2025-01-27,Bill Payment,Completed,40.0
702,6,13,34,4,2025-04-05,Bill Payment,Completed,55.0
703,7,15,1779,1,2025-06-07,New Activation,Completed,38.04
704,3,6,1938,,2025-03-13,Accessory Sale,Completed,65.4
705,18,49,243,2,2025-06-28,Bill Payment,Completed,40.0
706,8,17,2398,3,2025-05-10,Bill Payment,Refunded,-45.0
707,9,22,2581,3,2025-01-26,Bill Payment,Completed,45.0
708,15,39,1100,6,2025-10-12,Upgrade,Completed,126.2
709,17,48,1082,5,2025-07-18,Bill Payment,Voided,0.0
710,2,5,1679,4,2025-03-02,Bill Payment,Completed,55.0
711,11,30,191,2,2025-03-18,Bill Payment,Completed,40.0
712,17,47,1145,1,2025-11-03,Plan Change,Completed,5.85
713,11,28,2100,1,2025-10-02,Bill Payment,Completed,30.0
714,7,16,1713,6,2025-02-25,Bill Payment,Voided,0.0
715,14,36,1778,5,2025-09-09,Bill Payment,Completed,60.0
716,7,15,1587,5,2026-03-17,Bill Payment,Refunded,-60.0
717,1,2,676,6,2025-12-09,Upgrade,Completed,93.02
718,12,32,1985,1,2026-03-02,Bill Payment,Completed,30.0
719,7,15,2470,4,2025-12-22,New Activation,Completed,66.62
720,2,3,1745,2,2025-08-10,New Activation,Refunded,-52.66
721,16,44,746,,2025-08-24,Accessory Sale,Completed,114.37
722,14,36,2044,2,2025-06-27,Bill Payment,Completed,40.0
723,7,16,281,6,2025-02-15,New Activation,Completed,72.31
724,3,7,1102,3,2026-04-28,Plan Change,Completed,7.85
725,5,11,950,5,2026-04-30,Bill Payment,Completed,60.0
726,3,,728,5,2026-05-04,Bill Payment,Completed,60.0
727,8,19,2218,,2026-03-07,Accessory Sale,Voided,0.0
728,4,9,2487,4,2025-07-12,Bill Payment,Completed,55.0
729,8,17,2565,,2025-06-05,Accessory Sale,Completed,52.04
730,6,14,1210,1,2025-04-26,Bill Payment,Completed,30.0
731,18,49,1941,2,2025-05-19,New Activation,Completed,49.7
732,10,24,1683,3,2025-04-17,Bill Payment,Completed,45.0
733,10,,1397,1,2025-12-19,Bill Payment,Completed,30.0
734,10,24,628,5,2025-08-13,Bill Payment,Completed,60.0
735,15,40,1294,5,2026-03-29,Bill Payment,Completed,60.0
736,1,2,2377,4,2026-05-30,Bill Payment,Completed,55.0
737,18,49,500,3,2025-02-10,Bill Payment,Completed,45.0
738,1,2,2337,1,2025-05-20,Bill Payment,Refunded,-30.0
739,15,40,639,6,2025-11-29,New Activation,Completed,77.33
740,7,16,141,6,2025-09-19,Bill Payment,Voided,0.0
741,9,20,685,2,2025-01-22,New Activation,Completed,47.42
742,5,12,465,,2026-01-13,Accessory Sale,Voided,0.0
743,3,7,1932,2,2025-01-30,Bill Payment,Completed,40.0
744,7,16,1340,,2025-08-11,Accessory Sale,Completed,53.52
745,15,41,1390,,2025-01-10,Accessory Sale,Completed,70.75
746,6,13,1611,5,2025-02-15,Upgrade,Refunded,-116.7
747,6,13,2280,1,2025-10-10,Bill Payment,Completed,30.0
748,4,,1650,1,2025-07-02,New Activation,Voided,0.0
749,17,48,1246,1,2026-05-19,Upgrade,Voided,0.0
750,1,2,854,4,2025-07-17,Bill Payment,Completed,55.0
751,11,30,1705,6,2025-07-11,Bill Payment,Refunded,-65.0
752,4,9,391,3,2026-06-21,Bill Payment,Completed,45.0
753,8,19,82,4,2025-03-06,Bill Payment,Refunded,-55.0
754,6,14,1397,5,2026-05-15,Upgrade,Completed,85.06
755,15,40,543,5,2025-01-18,Bill Payment,Completed,60.0
756,16,44,1036,1,2026-01-10,Bill Payment,Completed,30.0
757,15,40,1896,1,2025-12-09,Plan Change,Refunded,-3.22
758,14,37,140,6,2026-02-26,Bill Payment,Completed,65.0
759,11,28,1983,4,2025-09-29,Bill Payment,Completed,55.0
760,9,20,2422,2,2025-11-10,Bill Payment,Completed,40.0
761,5,12,1584,5,2025-11-04,Bill Payment,Completed,60.0
762,2,3,2449,1,2026-05-30,New Activation,Completed,35.95
763,18,49,2292,3,2026-02-15,Bill Payment,Completed,45.0
764,13,33,685,1,2025-01-21,Bill Payment,Refunded,-30.0
765,16,45,210,3,2026-01-03,Bill Payment,Completed,45.0
766,5,11,754,3,2025-08-16,Bill Payment,Refunded,-45.0
767,15,42,1826,5,2025-07-07,Plan Change,Voided,0.0
768,8,19,294,3,2025-08-26,Bill Payment,Completed,45.0
769,7,15,1652,6,2025-07-10,New Activation,Voided,0.0
770,17,,1087,1,2026-04-03,Bill Payment,Completed,30.0
771,1,1,2287,6,2025-12-28,Bill Payment,Completed,65.0
772,18,50,2481,1,2026-06-01,New Activation,Completed,40.37
773,4,10,2268,3,2026-02-05,Upgrade,Completed,74.68
774,12,32,1082,,2025-03-26,Accessory Sale,Completed,61.23
775,8,18,2074,2,2026-01-26,Bill Payment,Voided,0.0
776,11,30,547,,2026-02-19,Accessory Sale,Completed,11.57
777,14,38,1889,6,2026-01-12,Bill Payment,Completed,65.0
778,15,41,472,6,2025-10-29,Bill Payment,Refunded,-65.0
779,3,7,1778,1,2026-04-29,New Activation,Completed,37.34
780,14,38,2168,5,2025-07-01,Bill Payment,Completed,60.0
781,16,45,2498,4,2026-04-16,Upgrade,Completed,96.42
782,13,34,1798,,2025-12-02,Accessory Sale,Completed,46.18
783,2,5,2380,,2026-05-21,Accessory Sale,Completed,95.18
784,9,22,2000,3,2026-05-18,Bill Payment,Completed,45.0
785,14,35,199,2,2026-05-23,Bill Payment,Completed,40.0
786,5,11,446,5,2026-06-26,Bill Payment,Completed,60.0
787,16,45,399,6,2026-01-07,Bill Payment,Completed,65.0
788,18,50,2347,5,2025-06-19,Bill Payment,Completed,60.0
789,14,36,2507,4,2025-06-05,Bill Payment,Refunded,-55.0
790,10,26,2090,6,2026-03-27,Bill Payment,Voided,0.0
791,1,2,511,5,2026-06-09,Upgrade,Completed,84.16
792,6,14,1356,4,2025-06-12,Bill Payment,Completed,55.0
793,18,50,625,6,2025-09-19,Upgrade,Completed,132.42
794,1,1,41,6,2025-06-29,Bill Payment,Completed,65.0
795,8,17,1840,1,2026-03-01,Bill Payment,Completed,30.0
796,4,10,384,2,2025-01-11,Bill Payment,Completed,40.0
797,14,36,2155,,2026-05-01,Accessory Sale,Completed,77.68
798,12,32,1744,,2025-06-06,Accessory Sale,Completed,86.4
799,15,40,843,3,2025-10-22,Bill Payment,Completed,45.0
800,17,48,637,5,2026-03-07,Bill Payment,Refunded,-60.0
801,9,20,1648,4,2025-02-02,Upgrade,Completed,108.02
802,6,13,929,5,2025-07-24,Bill Payment,Completed,60.0
803,12,31,1385,5,2026-03-29,Bill Payment,Completed,60.0
804,6,14,1429,1,2025-04-12,Bill Payment,Completed,30.0
805,6,13,123,2,2026-05-29,Bill Payment,Completed,40.0
806,11,28,1064,2,2025-06-19,Upgrade,Completed,85.42
807,6,13,1876,,2026-05-24,Accessory Sale,Completed,121.98
808,4,9,715,2,2025-11-24,Bill Payment,Completed,40.0
809,1,1,2019,,2026-05-27,Accessory Sale,Completed,21.52
810,16,44,41,3,2026-05-04,New Activation,Completed,54.56
811,6,14,308,4,2025-04-25,New Activation,Voided,0.0
812,8,19,1981,3,2025-12-09,Plan Change,Completed,2.33
813,15,41,273,1,2026-04-19,Upgrade,Completed,109.02
814,5,11,1644,2,2025-05-20,Bill Payment,Completed,40.0
815,6,14,1395,1,2025-09-07,Upgrade,Completed,52.0
816,5,11,932,1,2025-01-12,Bill Payment,Completed,30.0
817,2,3,2481,6,2025-04-09,Upgrade,Completed,86.49
818,5,12,357,3,2025-05-10,Upgrade,Completed,88.89
819,15,41,453,3,2026-04-15,Bill Payment,Completed,45.0
820,2,3,1654,2,2026-02-21,Upgrade,Completed,82.69
821,5,12,2561,,2026-01-02,Accessory Sale,Completed,71.04
822,16,45,1012,,2025-01-28,Accessory Sale,Completed,125.65
823,2,5,187,4,2025-12-31,New Activation,Completed,68.15
824,9,21,812,,2025-12-14,Accessory Sale,Completed,112.07
